Date,Open,High,Low,Close,Volume,Ticker
2021-05-31,1.2059,1.2063,1.2008,1.2061,0,USDCAD
2021-05-30,1.2077,1.2089,1.2059,1.2078,0,USDCAD
2021-05-27,1.2071,1.2119,1.2064,1.2070,0,USDCAD
2021-05-26,1.2130,1.2141,1.2055,1.2130,0,USDCAD
2021-05-25,1.2064,1.2124,1.2041,1.2064,0,USDCAD
2021-05-24,1.2049,1.2078,1.2029,1.2050,0,USDCAD
2021-05-23,1.2069,1.2084,1.2050,1.2067,0,USDCAD
2021-05-20,1.2062,1.2093,1.2028,1.2062,0,USDCAD
2021-05-19,1.2131,1.2144,1.2047,1.2132,0,USDCAD
2021-05-18,1.2069,1.2122,1.2056,1.2073,0,USDCAD
2021-05-17,1.2062,1.2065,1.2013,1.2062,0,USDCAD
2021-05-16,1.2113,1.2135,1.2070,1.2111,0,USDCAD
2021-05-13,1.2170,1.2179,1.2082,1.2168,0,USDCAD
2021-05-12,1.2121,1.2154,1.2102,1.2121,0,USDCAD
2021-05-11,1.2095,1.2132,1.2051,1.2096,0,USDCAD
2021-05-10,1.2091,1.2123,1.2082,1.2094,0,USDCAD
2021-05-09,1.2117,1.2129,1.2081,1.2114,0,USDCAD
2021-05-06,1.2156,1.2190,1.2126,1.2154,0,USDCAD
2021-05-05,1.2266,1.2287,1.2183,1.2267,0,USDCAD
2021-05-04,1.2300,1.2305,1.2250,1.2300,0,USDCAD
2021-05-03,1.2277,1.2347,1.2277,1.2280,0,USDCAD
2021-05-02,1.2281,1.2316,1.2267,1.2279,0,USDCAD
2021-04-29,1.2276,1.2322,1.2266,1.2276,0,USDCAD
2021-04-28,1.2301,1.2320,1.2279,1.2303,0,USDCAD
2021-04-27,1.2408,1.2416,1.2353,1.2406,0,USDCAD
2021-04-26,1.2396,1.2418,1.2388,1.2396,0,USDCAD
2021-04-25,1.2488,1.2488,1.2384,1.2488,0,USDCAD
2021-04-22,1.2498,1.2505,1.2469,1.2503,0,USDCAD
2021-04-21,1.2505,1.2534,1.2473,1.2504,0,USDCAD
2021-04-20,1.2613,1.2648,1.2460,1.2612,0,USDCAD
2021-04-19,1.2523,1.2586,1.2477,1.2522,0,USDCAD
2021-04-18,1.2516,1.2535,1.2470,1.2518,0,USDCAD
2021-04-15,1.2544,1.2558,1.2494,1.2544,0,USDCAD
2021-04-14,1.2518,1.2556,1.2476,1.2517,0,USDCAD
2021-04-13,1.2535,1.2574,1.2502,1.2537,0,USDCAD
2021-04-12,1.2563,1.2625,1.2530,1.2559,0,USDCAD
2021-04-11,1.2532,1.2569,1.2529,1.2531,0,USDCAD
2021-04-08,1.2563,1.2610,1.2531,1.2562,0,USDCAD
2021-04-07,1.2613,1.2626,1.2572,1.2613,0,USDCAD
2021-04-06,1.2571,1.2632,1.2566,1.2571,0,USDCAD
2021-04-05,1.2518,1.2574,1.2515,1.2520,0,USDCAD
2021-04-04,1.2568,1.2593,1.2502,1.2564,0,USDCAD
2021-04-01,1.2545,1.2572,1.2526,1.2546,0,USDCAD
2021-03-31,1.2563,1.2601,1.2557,1.2564,0,USDCAD
2021-03-30,1.2621,1.2628,1.2540,1.2621,0,USDCAD
2021-03-29,1.2591,1.2646,1.2579,1.2590,0,USDCAD
2021-03-28,1.2584,1.2624,1.2578,1.2584,0,USDCAD
2021-03-25,1.2603,1.2605,1.2561,1.2602,0,USDCAD
2021-03-24,1.2577,1.2627,1.2549,1.2577,0,USDCAD
2021-03-23,1.2587,1.2609,1.2545,1.2590,0,USDCAD
2021-03-22,1.2520,1.2595,1.2518,1.2521,0,USDCAD
2021-03-21,1.2522,1.2540,1.2472,1.2523,0,USDCAD
2021-03-18,1.2494,1.2546,1.2462,1.2491,0,USDCAD
2021-03-17,1.2390,1.2458,1.2365,1.2390,0,USDCAD
2021-03-16,1.2443,1.2489,1.2440,1.2443,0,USDCAD
2021-03-15,1.2477,1.2500,1.2449,1.2476,0,USDCAD
2021-03-14,1.2469,1.2512,1.2440,1.2469,0,USDCAD
2021-03-11,1.2535,1.2572,1.2467,1.2531,0,USDCAD
2021-03-10,1.2621,1.2623,1.2554,1.2620,0,USDCAD
2021-03-09,1.2645,1.2682,1.2614,1.2643,0,USDCAD
2021-03-08,1.2658,1.2683,1.2589,1.2658,0,USDCAD
2021-03-07,1.2633,1.2699,1.2625,1.2632,0,USDCAD
2021-03-04,1.2676,1.2733,1.2648,1.2678,0,USDCAD
2021-03-03,1.2673,1.2673,1.2577,1.2671,0,USDCAD
2021-03-02,1.2636,1.2657,1.2594,1.2636,0,USDCAD
2021-03-01,1.2641,1.2697,1.2611,1.2642,0,USDCAD
2021-02-28,1.2697,1.2712,1.2650,1.2696,0,USDCAD
2021-02-25,1.2611,1.2702,1.2587,1.2610,0,USDCAD
2021-02-24,1.2513,1.2531,1.2468,1.2510,0,USDCAD
2021-02-23,1.2593,1.2596,1.2535,1.2593,0,USDCAD
2021-02-22,1.2611,1.2641,1.2584,1.2609,0,USDCAD
2021-02-21,1.2600,1.2653,1.2582,1.2599,0,USDCAD
2021-02-18,1.2681,1.2713,1.2594,1.2681,0,USDCAD
2021-02-17,1.2698,1.2729,1.2664,1.2700,0,USDCAD
2021-02-16,1.2710,1.2745,1.2687,1.2709,0,USDCAD
2021-02-15,1.2636,1.2701,1.2608,1.2636,0,USDCAD
2021-02-14,1.2688,1.2691,1.2631,1.2688,0,USDCAD
2021-02-11,1.2701,1.2762,1.2692,1.2701,0,USDCAD
2021-02-10,1.2695,1.2709,1.2660,1.2696,0,USDCAD
2021-02-09,1.2697,1.2709,1.2669,1.2697,0,USDCAD
2021-02-08,1.2740,1.2764,1.2709,1.2738,0,USDCAD
2021-02-07,1.2759,1.2781,1.2740,1.2758,0,USDCAD
2021-02-04,1.2825,1.2832,1.2771,1.2823,0,USDCAD
2021-02-03,1.2785,1.2843,1.2777,1.2784,0,USDCAD
2021-02-02,1.2785,1.2810,1.2762,1.2785,0,USDCAD
2021-02-01,1.2849,1.2868,1.2783,1.2846,0,USDCAD
2021-01-31,1.2800,1.2838,1.2760,1.2802,0,USDCAD
2021-01-28,1.2829,1.2874,1.2740,1.2831,0,USDCAD
2021-01-27,1.2815,1.2880,1.2789,1.2816,0,USDCAD
2021-01-26,1.2692,1.2818,1.2687,1.2694,0,USDCAD
2021-01-25,1.2738,1.2782,1.2697,1.2737,0,USDCAD
2021-01-24,1.2723,1.2778,1.2686,1.2723,0,USDCAD
2021-01-21,1.2648,1.2727,1.2639,1.2647,0,USDCAD
2021-01-20,1.2628,1.2640,1.2593,1.2626,0,USDCAD
2021-01-19,1.2722,1.2731,1.2606,1.2723,0,USDCAD
2021-01-18,1.2748,1.2763,1.2718,1.2748,0,USDCAD
2021-01-17,1.2770,1.2798,1.2756,1.2765,0,USDCAD
2021-01-14,1.2647,1.2763,1.2636,1.2648,0,USDCAD
2021-01-13,1.2698,1.2707,1.2633,1.2698,0,USDCAD
2021-01-12,1.2706,1.2745,1.2702,1.2708,0,USDCAD
2021-01-11,1.2772,1.2790,1.2733,1.2771,0,USDCAD
2021-01-10,1.2726,1.2834,1.2719,1.2731,0,USDCAD
2021-01-07,1.2685,1.2719,1.2659,1.2684,0,USDCAD
2021-01-06,1.2667,1.2733,1.2664,1.2665,0,USDCAD
2021-01-05,1.2676,1.2719,1.2630,1.2675,0,USDCAD
2021-01-04,1.2780,1.2788,1.2700,1.2781,0,USDCAD
2021-01-03,1.2724,1.2786,1.2663,1.2722,0,USDCAD
2020-12-31,1.2350,1.2729,1.2350,1.2350,0,USDCAD
2020-12-30,1.2751,1.2756,1.2714,1.2751,0,USDCAD
2020-12-29,1.2823,1.2826,1.2749,1.2822,0,USDCAD
2020-12-28,1.2843,1.2843,1.2782,1.2840,0,USDCAD
2020-12-27,1.2836,1.2875,1.2814,1.2840,0,USDCAD
2020-12-24,1.2861,1.2913,1.2711,1.2848,0,USDCAD
2020-12-23,1.2842,1.2853,1.2820,1.2845,0,USDCAD
2020-12-22,1.2894,1.2912,1.2840,1.2893,0,USDCAD
2020-12-21,1.2853,1.2933,1.2846,1.2853,0,USDCAD
2020-12-20,1.2810,1.2953,1.2804,1.2811,0,USDCAD
2020-12-17,1.2732,1.2785,1.2727,1.2731,0,USDCAD
2020-12-16,1.2746,1.2749,1.2690,1.2747,0,USDCAD
2020-12-15,1.2699,1.2763,1.2691,1.2700,0,USDCAD
2020-12-14,1.2760,1.2771,1.2729,1.2760,0,USDCAD
2020-12-13,1.2751,1.2789,1.2720,1.2751,0,USDCAD
2020-12-10,1.2741,1.2792,1.2719,1.2739,0,USDCAD
2020-12-09,1.2825,1.2826,1.2708,1.2824,0,USDCAD
2020-12-08,1.2816,1.2817,1.2771,1.2816,0,USDCAD
2020-12-07,1.2804,1.2816,1.2770,1.2802,0,USDCAD
2020-12-06,1.2781,1.2832,1.2776,1.2780,0,USDCAD
2020-12-03,1.2867,1.2873,1.2790,1.2865,0,USDCAD
2020-12-02,1.2917,1.2940,1.2868,1.2917,0,USDCAD
2020-12-01,1.2935,1.2958,1.2917,1.2933,0,USDCAD
2020-11-30,1.2991,1.2991,1.2943,1.2992,0,USDCAD
2020-11-29,1.2983,1.2995,1.2924,1.2983,0,USDCAD
2020-11-26,1.3022,1.3025,1.2972,1.3020,0,USDCAD
2020-11-25,1.3003,1.3022,1.2990,1.3002,0,USDCAD
2020-11-24,1.2998,1.3029,1.2989,1.2996,0,USDCAD
2020-11-23,1.3075,1.3089,1.3012,1.3074,0,USDCAD
2020-11-22,1.3086,1.3111,1.3045,1.3082,0,USDCAD
2020-11-19,1.3085,1.3085,1.3039,1.3086,0,USDCAD
2020-11-18,1.3088,1.3122,1.3069,1.3084,0,USDCAD
2020-11-17,1.3104,1.3117,1.3041,1.3105,0,USDCAD
2020-11-16,1.3074,1.3115,1.3062,1.3075,0,USDCAD
2020-11-15,1.3124,1.3128,1.3066,1.3124,0,USDCAD
2020-11-12,1.3135,1.3171,1.3115,1.3136,0,USDCAD
2020-11-11,1.3057,1.3147,1.3056,1.3058,0,USDCAD
2020-11-10,1.3030,1.3075,1.3009,1.3031,0,USDCAD
2020-11-09,1.3008,1.3049,1.2989,1.3007,0,USDCAD
2020-11-08,1.3021,1.3028,1.2930,1.3022,0,USDCAD
2020-11-05,1.3082,1.3096,1.3023,1.3082,0,USDCAD
2020-11-04,1.3128,1.3176,1.3030,1.3126,0,USDCAD
2020-11-03,1.3100,1.3297,1.3096,1.3102,0,USDCAD
2020-11-02,1.3220,1.3233,1.3105,1.3220,0,USDCAD
2020-11-01,1.3365,1.3366,1.3247,1.3368,0,USDCAD
2020-10-29,1.3313,1.3347,1.3280,1.3315,0,USDCAD
2020-10-28,1.3312,1.3389,1.3276,1.3311,0,USDCAD
2020-10-27,1.3193,1.3333,1.3177,1.3192,0,USDCAD
2020-10-26,1.3205,1.3209,1.3154,1.3206,0,USDCAD
2020-10-25,1.3148,1.3218,1.3138,1.3147,0,USDCAD
2020-10-22,1.3138,1.3158,1.3110,1.3137,0,USDCAD
2020-10-21,1.3153,1.3176,1.3124,1.3153,0,USDCAD
2020-10-20,1.3119,1.3136,1.3081,1.3120,0,USDCAD
2020-10-19,1.3191,1.3203,1.3113,1.3190,0,USDCAD
2020-10-18,1.3180,1.3190,1.3151,1.3179,0,USDCAD
2020-10-15,1.3228,1.3237,1.3177,1.3225,0,USDCAD
2020-10-14,1.3148,1.3256,1.3144,1.3149,0,USDCAD
2020-10-13,1.3140,1.3157,1.3116,1.3142,0,USDCAD
2020-10-12,1.3111,1.3146,1.3098,1.3112,0,USDCAD
2020-10-11,1.3131,1.3142,1.3101,1.3130,0,USDCAD
2020-10-08,1.3192,1.3195,1.3115,1.3192,0,USDCAD
2020-10-07,1.3259,1.3264,1.3218,1.3258,0,USDCAD
2020-10-06,1.3320,1.3340,1.3270,1.3321,0,USDCAD
2020-10-05,1.3259,1.3283,1.3242,1.3257,0,USDCAD
2020-10-04,1.3291,1.3292,1.3259,1.3291,0,USDCAD
2020-10-01,1.3285,1.3330,1.3282,1.3284,0,USDCAD
2020-09-30,1.3305,1.3319,1.3279,1.3305,0,USDCAD
2020-09-29,1.3383,1.3420,1.3318,1.3384,0,USDCAD
2020-09-28,1.3359,1.3411,1.3352,1.3357,0,USDCAD
2020-09-27,1.3380,1.3403,1.3355,1.3379,0,USDCAD
2020-09-24,1.3350,1.3414,1.3341,1.3351,0,USDCAD
2020-09-23,1.3382,1.3417,1.3369,1.3384,0,USDCAD
2020-09-22,1.3296,1.3372,1.3293,1.3297,0,USDCAD
2020-09-21,1.3304,1.3345,1.3286,1.3300,0,USDCAD
2020-09-20,1.3197,1.3319,1.3170,1.3197,0,USDCAD
2020-09-17,1.3144,1.3199,1.3138,1.3150,0,USDCAD
2020-09-16,1.3181,1.3247,1.3181,1.3182,0,USDCAD
2020-09-15,1.3195,1.3200,1.3156,1.3193,0,USDCAD
2020-09-14,1.3178,1.3201,1.3134,1.3177,0,USDCAD
2020-09-13,1.3179,1.3196,1.3152,1.3181,0,USDCAD
2020-09-10,1.3186,1.3193,1.3151,1.3190,0,USDCAD
2020-09-09,1.3154,1.3169,1.3119,1.3153,0,USDCAD
2020-09-08,1.3238,1.3259,1.3155,1.3239,0,USDCAD
2020-09-07,1.3096,1.3202,1.3087,1.3096,0,USDCAD
2020-09-06,1.3076,1.3116,1.3066,1.3076,0,USDCAD
2020-09-03,1.3133,1.3139,1.3079,1.3140,0,USDCAD
2020-09-02,1.3047,1.3158,1.3046,1.3045,0,USDCAD
2020-09-01,1.3055,1.3095,1.3053,1.3053,0,USDCAD
2020-08-31,1.3037,1.3076,1.2994,1.3035,0,USDCAD
2020-08-30,1.3082,1.3103,1.3025,1.3080,0,USDCAD
2020-08-27,1.3123,1.3131,1.3048,1.3122,0,USDCAD
2020-08-26,1.3139,1.3166,1.3103,1.3138,0,USDCAD
2020-08-25,1.3166,1.3205,1.3136,1.3163,0,USDCAD
2020-08-24,1.3218,1.3238,1.3177,1.3218,0,USDCAD
2020-08-23,1.3179,1.3223,1.3135,1.3180,0,USDCAD
2020-08-20,1.3172,1.3234,1.3157,1.3172,0,USDCAD
2020-08-19,1.3213,1.3243,1.3175,1.3212,0,USDCAD
2020-08-18,1.3159,1.3174,1.3134,1.3152,0,USDCAD
2020-08-17,1.3221,1.3223,1.3153,1.3222,0,USDCAD
2020-08-16,1.3254,1.3262,1.3194,1.3252,0,USDCAD
2020-08-13,1.3223,1.3270,1.3207,1.3220,0,USDCAD
2020-08-12,1.3240,1.3250,1.3193,1.3244,0,USDCAD
2020-08-11,1.3310,1.3346,1.3230,1.3311,0,USDCAD
2020-08-10,1.3352,1.3355,1.3270,1.3354,0,USDCAD
2020-08-09,1.3386,1.3394,1.3334,1.3387,0,USDCAD
2020-08-06,1.3321,1.3397,1.3305,1.3318,0,USDCAD
2020-08-05,1.3266,1.3322,1.3245,1.3265,0,USDCAD
2020-08-04,1.3296,1.3306,1.3233,1.3296,0,USDCAD
2020-08-03,1.3395,1.3419,1.3349,1.3394,0,USDCAD
2020-08-02,1.3398,1.3450,1.3395,1.3397,0,USDCAD
2020-07-30,1.3413,1.3435,1.3372,1.3413,0,USDCAD
2020-07-29,1.3341,1.3458,1.3332,1.3342,0,USDCAD
2020-07-28,1.3378,1.3386,1.3339,1.3380,0,USDCAD
2020-07-27,1.3339,1.3405,1.3331,1.3339,0,USDCAD
2020-07-26,1.3419,1.3419,1.3368,1.3417,0,USDCAD
2020-07-23,1.3404,1.3445,1.3377,1.3404,0,USDCAD
2020-07-22,1.3417,1.3426,1.3368,1.3417,0,USDCAD
2020-07-21,1.3446,1.3483,1.3406,1.3448,0,USDCAD
2020-07-20,1.3522,1.3523,1.3435,1.3525,0,USDCAD
2020-07-19,1.3575,1.3599,1.3530,1.3575,0,USDCAD
2020-07-16,1.3575,1.3588,1.3565,1.3569,0,USDCAD
2020-07-15,1.3507,1.3546,1.3501,1.3507,0,USDCAD
2020-07-14,1.3599,1.3607,1.3519,1.3599,0,USDCAD
2020-07-13,1.3611,1.3645,1.3599,1.3610,0,USDCAD
2020-07-12,1.3598,1.3601,1.3538,1.3598,0,USDCAD
2020-07-09,1.3581,1.3630,1.3576,1.3580,0,USDCAD
2020-07-08,1.3517,1.3584,1.3491,1.3517,0,USDCAD
2020-07-07,1.3608,1.3622,1.3535,1.3604,0,USDCAD
2020-07-06,1.3543,1.3603,1.3524,1.3539,0,USDCAD
2020-07-05,1.3549,1.3559,1.3520,1.3549,0,USDCAD
2020-07-02,1.3570,1.3579,1.3553,1.3570,0,USDCAD
2020-07-01,1.3590,1.3622,1.3562,1.3591,0,USDCAD
2020-06-30,1.3574,1.3593,1.3545,1.3574,0,USDCAD
2020-06-29,1.3660,1.3699,1.3597,1.3657,0,USDCAD
2020-06-28,1.3677,1.3704,1.3646,1.3678,0,USDCAD
2020-06-25,1.3638,1.3715,1.3628,1.3635,0,USDCAD
2020-06-24,1.3642,1.3668,1.3607,1.3644,0,USDCAD
2020-06-23,1.3541,1.3603,1.3526,1.3542,0,USDCAD
2020-06-22,1.3504,1.3568,1.3486,1.3502,0,USDCAD
2020-06-21,1.3619,1.3624,1.3533,1.3617,0,USDCAD
2020-06-18,1.3594,1.3614,1.3548,1.3592,0,USDCAD
2020-06-17,1.3578,1.3605,1.3523,1.3576,0,USDCAD
2020-06-16,1.3537,1.3593,1.3512,1.3534,0,USDCAD
2020-06-15,1.3530,1.3616,1.3506,1.3534,0,USDCAD
2020-06-14,1.3633,1.3682,1.3581,1.3637,0,USDCAD
2020-06-11,1.3635,1.3665,1.3528,1.3638,0,USDCAD
2020-06-10,1.3425,1.3577,1.3402,1.3428,0,USDCAD
2020-06-09,1.3422,1.3436,1.3371,1.3422,0,USDCAD
2020-06-08,1.3373,1.3487,1.3361,1.3368,0,USDCAD
2020-06-07,1.3405,1.3436,1.3374,1.3393,0,USDCAD
2020-06-04,1.3502,1.3512,1.3392,1.3502,0,USDCAD
2020-06-03,1.3492,1.3538,1.3471,1.3494,0,USDCAD
2020-06-02,1.3511,1.3570,1.3481,1.3510,0,USDCAD
2020-06-01,1.3580,1.3580,1.3486,1.3583,0,USDCAD
2020-05-31,1.3779,1.3780,1.3603,1.3778,0,USDCAD
2020-05-28,1.3776,1.3830,1.3716,1.3774,0,USDCAD
2020-05-27,1.3756,1.3788,1.3735,1.3755,0,USDCAD
2020-05-26,1.3784,1.3821,1.3728,1.3783,0,USDCAD
2020-05-25,1.3972,1.3975,1.3788,1.3972,0,USDCAD
2020-05-24,1.3985,1.4007,1.3969,1.3986,0,USDCAD
2020-05-21,1.3944,1.4048,1.3941,1.3947,0,USDCAD
2020-05-20,1.3908,1.3969,1.3894,1.3905,0,USDCAD
2020-05-19,1.3935,1.3950,1.3868,1.3938,0,USDCAD
2020-05-18,1.3940,1.3968,1.3875,1.3939,0,USDCAD
2020-05-17,1.4092,1.4096,1.3965,1.4091,0,USDCAD
2020-05-14,1.4033,1.4109,1.4019,1.4033,0,USDCAD
2020-05-13,1.4094,1.4139,1.4069,1.4089,0,USDCAD
2020-05-12,1.4080,1.4097,1.4008,1.4081,0,USDCAD
