Date,Open,High,Low,Close,Volume,Ticker
2021-11-19,1.2601,1.2605,1.2595,1.2598,0,USDCAD
2021-11-17,1.2608,1.2616,1.2600,1.2605,0,USDCAD
2021-11-16,1.2566,1.2604,1.2538,1.2566,0,USDCAD
2021-11-15,1.2514,1.2563,1.2493,1.2514,0,USDCAD
2021-11-14,1.2546,1.2555,1.2502,1.2545,0,USDCAD
2021-11-11,1.2589,1.2603,1.2547,1.2588,0,USDCAD
2021-11-10,1.2487,1.2592,1.2482,1.2486,0,USDCAD
2021-11-09,1.2434,1.2454,1.2387,1.2436,0,USDCAD
2021-11-08,1.2443,1.2483,1.2426,1.2442,0,USDCAD
2021-11-07,1.2451,1.2465,1.2435,1.2451,0,USDCAD
2021-11-04,1.2451,1.2479,1.2438,1.2451,0,USDCAD
2021-11-03,1.2379,1.2470,1.2377,1.2378,0,USDCAD
2021-11-02,1.2407,1.2455,1.2404,1.2408,0,USDCAD
2021-11-01,1.2373,1.2422,1.2369,1.2374,0,USDCAD
2021-10-31,1.2379,1.2403,1.2352,1.2383,0,USDCAD
2021-10-28,1.2344,1.2407,1.2328,1.2346,0,USDCAD
2021-10-27,1.2369,1.2382,1.2331,1.2370,0,USDCAD
2021-10-26,1.2389,1.2431,1.2302,1.2391,0,USDCAD
2021-10-25,1.2375,1.2393,1.2350,1.2379,0,USDCAD
2021-10-24,1.2370,1.2388,1.2338,1.2371,0,USDCAD
2021-10-21,1.2370,1.2386,1.2321,1.2370,0,USDCAD
2021-10-20,1.2324,1.2353,1.2289,1.2324,0,USDCAD
2021-10-19,1.2353,1.2365,1.2318,1.2354,0,USDCAD
2021-10-18,1.2371,1.2372,1.2310,1.2372,0,USDCAD
2021-10-17,1.2375,1.2408,1.2350,1.2374,0,USDCAD
2021-10-14,1.2373,1.2389,1.2336,1.2375,0,USDCAD
2021-10-13,1.2436,1.2438,1.2355,1.2437,0,USDCAD
2021-10-12,1.2477,1.2478,1.2433,1.2476,0,USDCAD
2021-10-11,1.2480,1.2498,1.2440,1.2480,0,USDCAD
2021-10-10,1.2486,1.2486,1.2445,1.2484,0,USDCAD
2021-10-07,1.2548,1.2561,1.2453,1.2547,0,USDCAD
2021-10-06,1.2585,1.2598,1.2538,1.2586,0,USDCAD
2021-10-05,1.2585,1.2647,1.2582,1.2583,0,USDCAD
2021-10-04,1.2588,1.2627,1.2550,1.2590,0,USDCAD
2021-10-03,1.2624,1.2653,1.2558,1.2625,0,USDCAD
2021-09-30,1.2684,1.2737,1.2647,1.2684,0,USDCAD
2021-09-29,1.2756,1.2756,1.2632,1.2754,0,USDCAD
2021-09-28,1.2675,1.2756,1.2666,1.2677,0,USDCAD
2021-09-27,1.2628,1.2707,1.2594,1.2626,0,USDCAD
2021-09-26,1.2649,1.2669,1.2610,1.2649,0,USDCAD
2021-09-23,1.2660,1.2729,1.2641,1.2662,0,USDCAD
2021-09-22,1.2785,1.2795,1.2635,1.2786,0,USDCAD
2021-09-21,1.2816,1.2824,1.2723,1.2821,0,USDCAD
2021-09-20,1.2806,1.2847,1.2741,1.2802,0,USDCAD
2021-09-19,1.2762,1.2892,1.2758,1.2764,0,USDCAD
2021-09-16,1.2680,1.2761,1.2636,1.2681,0,USDCAD
2021-09-15,1.2623,1.2697,1.2614,1.2618,0,USDCAD
2021-09-14,1.2691,1.2707,1.2636,1.2690,0,USDCAD
2021-09-13,1.2647,1.2682,1.2602,1.2648,0,USDCAD
2021-09-12,1.2678,1.2694,1.2638,1.2680,0,USDCAD
2021-09-09,1.2665,1.2672,1.2583,1.2663,0,USDCAD
2021-09-08,1.2697,1.2727,1.2645,1.2694,0,USDCAD
2021-09-07,1.2647,1.2761,1.2626,1.2646,0,USDCAD
2021-09-06,1.2535,1.2642,1.2518,1.2534,0,USDCAD
2021-09-05,1.2530,1.2558,1.2524,1.2530,0,USDCAD
2021-09-02,1.2553,1.2558,1.2498,1.2552,0,USDCAD
2021-09-01,1.2616,1.2638,1.2552,1.2622,0,USDCAD
2021-08-31,1.2614,1.2636,1.2579,1.2616,0,USDCAD
2021-08-30,1.2609,1.2652,1.2568,1.2609,0,USDCAD
2021-08-29,1.2609,1.2633,1.2575,1.2611,0,USDCAD
2021-08-26,1.2686,1.2707,1.2612,1.2685,0,USDCAD
2021-08-25,1.2589,1.2655,1.2589,1.2589,0,USDCAD
2021-08-24,1.2593,1.2640,1.2587,1.2596,0,USDCAD
2021-08-23,1.2652,1.2658,1.2579,1.2651,0,USDCAD
2021-08-22,1.2821,1.2821,1.2661,1.2826,0,USDCAD
2021-08-19,1.2829,1.2948,1.2813,1.2831,0,USDCAD
2021-08-18,1.2661,1.2816,1.2658,1.2663,0,USDCAD
2021-08-17,1.2626,1.2642,1.2602,1.2627,0,USDCAD
2021-08-16,1.2571,1.2633,1.2571,1.2570,0,USDCAD
2021-08-15,1.2514,1.2583,1.2514,1.2516,0,USDCAD
2021-08-12,1.2519,1.2532,1.2503,1.2520,0,USDCAD
2021-08-11,1.2505,1.2528,1.2498,1.2507,0,USDCAD
2021-08-10,1.2518,1.2547,1.2492,1.2519,0,USDCAD
2021-08-09,1.2575,1.2589,1.2523,1.2574,0,USDCAD
2021-08-08,1.2572,1.2587,1.2532,1.2571,0,USDCAD
2021-08-05,1.2501,1.2581,1.2495,1.2501,0,USDCAD
2021-08-04,1.2544,1.2544,1.2474,1.2545,0,USDCAD
2021-08-03,1.2533,1.2562,1.2515,1.2533,0,USDCAD
2021-08-02,1.2499,1.2575,1.2488,1.2501,0,USDCAD
2021-08-01,1.2471,1.2503,1.2453,1.2467,0,USDCAD
2021-07-29,1.2450,1.2486,1.2423,1.2449,0,USDCAD
2021-07-28,1.2519,1.2529,1.2434,1.2520,0,USDCAD
2021-07-27,1.2590,1.2600,1.2557,1.2591,0,USDCAD
2021-07-26,1.2543,1.2594,1.2537,1.2540,0,USDCAD
2021-07-25,1.2569,1.2589,1.2530,1.2567,0,USDCAD
2021-07-22,1.2563,1.2603,1.2553,1.2564,0,USDCAD
2021-07-21,1.2570,1.2592,1.2527,1.2569,0,USDCAD
2021-07-20,1.2676,1.2729,1.2527,1.2675,0,USDCAD
2021-07-19,1.2749,1.2785,1.2722,1.2746,0,USDCAD
2021-07-18,1.2618,1.2801,1.2615,1.2617,0,USDCAD
2021-07-15,1.2591,1.2612,1.2563,1.2589,0,USDCAD
2021-07-14,1.2515,1.2582,1.2502,1.2515,0,USDCAD
2021-07-13,1.2524,1.2524,1.2449,1.2521,0,USDCAD
2021-07-12,1.2453,1.2538,1.2442,1.2455,0,USDCAD
2021-07-11,1.2449,1.2512,1.2449,1.2447,0,USDCAD
2021-07-08,1.2530,1.2556,1.2465,1.2528,0,USDCAD
2021-07-07,1.2482,1.2590,1.2478,1.2482,0,USDCAD
2021-07-06,1.2461,1.2517,1.2422,1.2458,0,USDCAD
2021-07-05,1.2340,1.2494,1.2302,1.2340,0,USDCAD
2021-07-04,1.2333,1.2369,1.2326,1.2330,0,USDCAD
2021-07-01,1.2440,1.2449,1.2341,1.2441,0,USDCAD
2021-06-30,1.2396,1.2426,1.2365,1.2393,0,USDCAD
2021-06-29,1.2397,1.2422,1.2356,1.2396,0,USDCAD
2021-06-28,1.2334,1.2397,1.2330,1.2334,0,USDCAD
2021-06-27,1.2291,1.2347,1.2287,1.2292,0,USDCAD
2021-06-24,1.2322,1.2328,1.2272,1.2322,0,USDCAD
2021-06-23,1.2303,1.2341,1.2281,1.2303,0,USDCAD
2021-06-22,1.2311,1.2328,1.2252,1.2310,0,USDCAD
2021-06-21,1.2371,1.2402,1.2362,1.2370,0,USDCAD
2021-06-20,1.2452,1.2485,1.2366,1.2450,0,USDCAD
2021-06-17,1.2346,1.2479,1.2340,1.2345,0,USDCAD
2021-06-16,1.2279,1.2355,1.2261,1.2278,0,USDCAD
2021-06-15,1.2184,1.2190,1.2158,1.2186,0,USDCAD
2021-06-14,1.2141,1.2202,1.2129,1.2141,0,USDCAD
2021-06-13,1.2157,1.2170,1.2128,1.2158,0,USDCAD
2021-06-10,1.2096,1.2163,1.2079,1.2093,0,USDCAD
2021-06-09,1.2115,1.2124,1.2071,1.2115,0,USDCAD
2021-06-08,1.2115,1.2115,1.2057,1.2111,0,USDCAD
2021-06-07,1.2087,1.2101,1.2070,1.2087,0,USDCAD
2021-06-06,1.2075,1.2106,1.2062,1.2076,0,USDCAD
2021-06-03,1.2110,1.2132,1.2073,1.2107,0,USDCAD
2021-06-02,1.2040,1.2119,1.2028,1.2038,0,USDCAD
2021-06-01,1.2068,1.2089,1.2044,1.2069,0,USDCAD
